GEOID10,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
35001004741,New Mexico,Bernalillo County,1,7156,2519,0,0,0,0,1,0,0,0,1,24.4,47458,0,1,0,1,0,0,0,0,NULL,4854,NULL,NULL,2098,NULL,4854,67.84,2098,29.32,1631,22.79,304,4.24,2793,39.02,189,2.64,87,1.21,10,0.13,333,4.65,1444,20.17,3594,50.22,69,2.74,428,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3879,2396,498,4093,236,111,11,483,2222,5398,207,711
35001004742,New Mexico,Bernalillo County,1,6284,2536,0,33,0.53,0,0,0,0,0,0,13.3,71645,1,1,1,1,1,0,0,0,4101,5910,4101,1047,1782,1047,5910,94.04,1782,28.36,1557,24.78,506,8.06,3733,59.4,204,3.25,88,1.41,3,0.05,279,4.44,1602,25.5,3573,56.86,96,3.79,397,15.65,4101,65.27,1047,16.66,1080,17.19,320,5.09,2607,41.49,123,1.97,61,0.97,3,0.05,184,2.93,1122,17.86,2489,39.6,16,0.63,276,10.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1946,1673,535,3910,217,91,3,321,1742,3816,130,424
35001004743,New Mexico,Bernalillo County,1,3070,1080,0,0,0,0,0,0,0,0,0,5.5,73750,1,1,1,1,1,0,0,0,636,1879,636,71,399,71,1879,61.2,399,12.99,589,19.19,72,2.35,1134,36.95,80,2.61,117,3.82,7,0.22,66,2.16,474,15.44,1107,36.06,0,0,87,8.06,636,20.72,71,2.31,211,6.87,24,0.79,348,11.35,16,0.51,84,2.73,2,0.08,14,0.44,172,5.61,342,11.13,0,0,27,2.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,976,969,128,1892,143,150,19,108,758,1782,0,170
35001004744,New Mexico,Bernalillo County,1,5075,1766,0,0,0,0,0,0,0,0,0,5.7,98150,1,1,1,1,1,0,0,0,1128,4487,1128,212,844,212,4487,88.41,844,16.64,1327,26.14,259,5.1,2968,58.49,216,4.26,159,3.14,5,0.1,158,3.12,980,19.3,2545,50.14,7,0.41,77,4.39,1128,22.22,212,4.17,355,7,46,0.91,767,15.12,67,1.32,62,1.22,1,0.02,21,0.42,209,4.12,614,12.1,2,0.09,18,1.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1104,1493,300,3346,239,180,5,192,1113,2894,10,99
35001004745,New Mexico,Bernalillo County,1,6396,2136,0,103,1.61,0,0,0,0,0,0,7.3,95772,1,1,1,1,1,0,0,0,2349,5613,2349,294,727,294,5613,87.75,727,11.36,1844,28.83,375,5.86,3973,62.12,235,3.68,123,1.93,10,0.16,259,4.06,1012,15.82,2429,37.98,13,0.62,115,5.41,2349,36.72,294,4.6,765,11.96,143,2.24,1650,25.8,89,1.39,67,1.04,1,0.01,101,1.58,441,6.9,1066,16.66,7,0.32,51,2.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,854,2037,450,4538,255,140,10,299,1154,2787,13,139
35001004746,New Mexico,Bernalillo County,1,7037,2517,0,0,0,0,0,0,0,0,0,14.3,69422,1,1,1,1,1,0,0,0,7037,7037,7037,1935,1935,1935,7037,100,1935,27.49,2193,31.16,359,5.1,4874,69.26,306,4.35,144,2.05,6,0.09,327,4.65,1380,19.61,3316,47.12,12,0.46,115,4.57,7037,100,1935,27.49,2193,31.16,359,5.1,4874,69.26,306,4.35,144,2.05,6,0.09,327,4.65,1380,19.61,3316,47.12,12,0.46,115,4.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2339,2193,359,4874,306,144,6,327,1380,3316,17,137
35001004747,New Mexico,Bernalillo County,1,4970,1790,0,0,0,0,0,0,0,0,0,4,71179,1,1,1,1,1,0,0,0,4970,4970,4970,1463,1463,1463,4970,100,1463,29.43,1462,29.42,482,9.7,3728,75.01,181,3.64,67,1.35,12,0.24,234,4.71,748,15.05,2264,45.55,91,5.09,332,18.53,4970,100,1463,29.43,1462,29.42,482,9.7,3728,75.01,181,3.64,67,1.35,12,0.24,234,4.71,748,15.05,2264,45.55,91,5.09,332,18.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1601,1462,482,3728,181,67,12,234,748,2264,95,345
35001004748,New Mexico,Bernalillo County,1,9190,3033,0,0,0,0,0,0,0,0,0,8.9,78823,1,1,1,1,1,0,0,0,9190,9190,9190,1887,1887,1887,9190,100,1887,20.54,3208,34.91,480,5.22,7059,76.81,296,3.22,197,2.14,13,0.14,228,2.48,1397,15.2,3828,41.65,38,1.24,214,7.04,9190,100,1887,20.54,3208,34.91,480,5.22,7059,76.81,296,3.22,197,2.14,13,0.14,228,2.48,1397,15.2,3828,41.65,38,1.24,214,7.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2160,3208,480,7059,296,197,13,228,1397,3828,37,228
35001004749,New Mexico,Bernalillo County,1,4261,1958,0,107,2.51,0,1,0,1,1,1,30.1,29794,0,1,0,1,0,0,0,1,NULL,2413,NULL,NULL,1105,NULL,2413,56.62,1105,25.93,481,11.29,204,4.78,1232,28.92,102,2.39,30,0.7,3,0.07,232,5.45,813,19.09,1367,32.08,126,6.45,297,15.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2355,986,407,2146,146,57,10,379,1523,2565,200,472
35001004750,New Mexico,Bernalillo County,1,6522,2411,0,0,0,0,0,0,0,0,0,6.7,79577,0,1,0,1,0,0,0,0,NULL,3316,NULL,NULL,899,NULL,3316,50.85,899,13.78,976,14.97,216,3.31,2120,32.5,127,1.94,94,1.45,6,0.09,139,2.13,831,12.74,2044,31.34,58,2.41,132,5.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1527,1942,441,3990,276,135,8,314,1799,4039,140,255
35001004751,New Mexico,Bernalillo County,1,2458,959,0,2,0.08,0,0,0,0,0,0,6.2,75912,1,1,1,1,1,0,0,0,821,1939,821,133,315,133,1939,78.9,315,12.83,511,20.79,208,8.46,1507,61.31,47,1.89,33,1.36,5,0.2,55,2.24,292,11.9,865,35.18,11,1.16,40,4.19,821,33.39,133,5.43,241,9.82,64,2.61,653,26.56,18,0.73,13,0.53,1,0.03,14,0.55,123,4.99,392,15.95,4,0.46,16,1.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,597,643,260,1921,61,52,5,64,355,1064,21,76
35001004752,New Mexico,Bernalillo County,1,3756,1570,0,0,0,0,0,0,0,0,0,9.5,85438,0,1,0,1,0,0,0,0,NULL,960,NULL,NULL,209,NULL,960,25.56,209,5.56,251,6.68,114,3.04,694,18.48,40,1.06,41,1.1,2,0.06,27,0.71,156,4.16,363,9.67,10,0.62,28,1.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,788,922,371,2680,166,137,7,197,569,1497,26,120
35001004753,New Mexico,Bernalillo County,1,3585,1402,0,0,0,0,0,0,0,0,0,6.6,87500,0,1,0,1,0,0,0,0,NULL,2970,NULL,NULL,324,NULL,2970,82.86,324,9.05,757,21.11,308,8.59,2271,63.34,111,3.1,86,2.39,0,0,78,2.18,425,11.85,1288,35.93,23,1.65,47,3.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,473,919,361,2734,127,109,0,93,522,1543,29,59
35001940500,New Mexico,Bernalillo County,1,2859,1332,0,0,0,0,0,0,0,0,0,4.8,117656,1,1,1,1,1,0,0,0,2831,2859,2831,391,395,391,2859,100,395,13.81,353,12.35,908,31.76,2621,91.68,14,0.49,47,1.64,0,0,42,1.47,135,4.72,318,11.12,5,0.41,26,1.95,2831,99.01,391,13.69,351,12.28,898,31.42,2594,90.72,14,0.49,47,1.64,0,0,42,1.46,135,4.71,315,11.02,5,0.41,26,1.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,441,353,908,2621,14,47,0,42,135,318,6,27
35001940600,New Mexico,Bernalillo County,0,9385,2074,0,2681,28.57,0,0,0,0,0,0,14.5,90410,1,1,0,0,0,1,0,0,2167,2167,73,1203,1203,51,9385,100,2721,28.99,2339,24.92,358,3.81,4764,50.76,470,5.01,204,2.17,6,0.06,2042,21.76,1899,20.23,3594,38.3,69,3.34,176,8.47,9384,99.99,2721,28.99,2339,24.92,358,3.81,4763,50.75,470,5.01,204,2.17,6,0.06,2042,21.76,1899,20.23,3593,38.28,69,3.34,176,8.47,2167,23.09,1203,12.82,542,5.77,122,1.31,332,3.54,65,0.7,2,0.03,0,0,1573,16.76,193,2.05,326,3.47,69,3.34,39,1.89,73,0.78,51,0.54,23,0.25,6,0.06,0,0,0,0,0,0,0,0,71,0.76,2,0.02,2,0.02,3,0,2,0.09,2944,2339,358,4764,470,204,6,2042,1899,3594,75,255
35001940700,New Mexico,Bernalillo County,1,2489,910,0,0,0,1,1,1,0,0,1,27.4,44038,1,1,1,1,1,0,0,0,2322,2470,2322,1027,1092,1027,2470,99.23,1092,43.89,687,27.59,285,11.45,77,3.1,0,0,3,0.1,0,0,2283,91.74,107,4.3,312,12.52,70,7.65,165,18.16,2322,93.28,1027,41.26,650,26.13,269,10.8,70,2.8,0,0,1,0.04,0,0,2152,86.47,99,3.97,290,11.66,66,7.23,156,17.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1196,691,286,78,0,3,0,2301,107,314,72,171
35003976400,New Mexico,Catron County,0,3725,1787,0,106,2.85,1,1,1,1,0,1,22.9,50286,1,1,1,0,0,1,1,1,3725,3725,3586,1643,1643,1581,3725,100,1643,44.1,590,15.84,1041,27.95,3344,89.77,16,0.43,7,0.19,0,0,99,2.66,259,6.95,709,19.03,0,0,98,5.5,3725,100,1643,44.1,590,15.84,1041,27.95,3344,89.77,16,0.43,7,0.19,0,0,99,2.66,259,6.95,709,19.03,0,0,98,5.5,3725,100,1643,44.1,590,15.84,1041,27.95,3344,89.77,16,0.43,7,0.19,0,0,99,2.66,259,6.95,709,19.03,0,0,98,5.5,3586,96.27,1581,42.45,571,15.33,1009,27.09,3219,86.41,16,0.43,6,0.16,0,0,98,2.63,248,6.65,698,18.73,0,0,95,5.31,1579,590,1041,3344,16,7,0,99,259,709,0,76
35005000201,New Mexico,Chaves County,1,3818,1483,0,13,0.34,0,1,0,0,0,1,21.8,55648,0,1,0,1,0,0,0,0,NULL,2242,NULL,NULL,970,NULL,2242,58.73,970,25.41,678,17.76,239,6.25,1520,39.8,64,1.69,13,0.33,0,0,30,0.77,616,16.14,1198,31.37,32,2.14,212,14.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1498,1097,405,2595,99,20,1,43,1060,1969,43,337
35005000202,New Mexico,Chaves County,1,3814,1437,0,0,0,1,1,1,0,0,1,20.6,49609,1,1,1,1,1,0,0,0,1232,3526,1232,671,1893,671,3526,92.45,1893,49.63,1082,28.37,451,11.82,2564,67.22,92,2.42,27,0.69,3,0.08,47,1.23,793,20.8,1924,50.45,72,5.02,456,31.73,1232,32.3,671,17.59,386,10.11,155,4.07,889,23.32,12,0.31,6,0.15,3,0.08,14,0.35,309,8.1,728,19.1,36,2.51,147,10.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2004,1154,486,2776,97,28,3,48,862,2061,83,491
35005000300,New Mexico,Chaves County,1,6529,2525,0,685,10.49,0,1,0,0,0,1,24.3,46109,0,1,0,1,0,0,0,0,301,4167,301,148,1861,148,4167,63.82,1861,28.51,1049,16.07,665,10.18,2924,44.79,70,1.07,37,0.56,6,0.1,49,0.75,1081,16.56,2029,31.08,86,3.4,318,12.58,301,4.61,148,2.26,59,0.91,46,0.71,230,3.52,7,0.1,1,0.02,1,0.02,1,0.01,62,0.95,117,1.79,4,0.15,23,0.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2742,1611,943,4644,148,79,29,92,1537,2955,134,472
35005000400,New Mexico,Chaves County,1,4760,1708,0,19,0.4,1,1,1,0,0,1,24.2,48938,1,1,1,1,1,0,0,0,1066,3158,1066,611,1909,611,3158,66.33,1909,40.11,1015,21.32,397,8.33,2269,47.67,78,1.63,8,0.18,0,0,47,0.99,755,15.87,1748,36.71,72,4.23,406,23.78,1066,22.39,611,12.84,358,7.52,152,3.2,894,18.78,17,0.35,7,0.15,0,0,6,0.13,142,2.99,388,8.15,16,0.93,145,8.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2830,1510,566,3273,114,21,0,64,1288,2905,124,564
35005000500,New Mexico,Chaves County,1,2022,747,0,41,2.03,0,0,0,0,0,1,30.4,35208,0,0,0,0,0,0,0,0,NULL,426,NULL,NULL,330,NULL,426,21.05,330,16.31,117,5.8,47,2.35,257,12.72,12,0.61,3,0.17,0,0,9,0.44,144,7.1,270,13.34,8,1.05,47,6.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1524,576,221,1298,43,7,0,35,639,1352,42,211
35005000600,New Mexico,Chaves County,0,4967,1577,0,204,4.11,0,0,0,0,0,1,36.7,38900,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2599,52.33,1813,36.5,717,14.43,297,5.98,1503,30.25,54,1.1,7,0.15,0,0,45,0.9,990,19.93,1976,39.79,31,1.97,264,16.74,604,12.16,400,8.05,89,1.8,75,1.5,437,8.79,11,0.22,0,0,0,0,16,0.32,141,2.83,282,5.68,0,0,51,3.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2762,1468,561,2660,111,18,0,74,2104,4120,73,448
35005000700,New Mexico,Chaves County,1,4469,1582,0,75,1.68,0,0,0,0,0,0,17.8,51632,1,1,1,1,1,0,0,0,898,1956,898,554,1072,554,1956,43.77,1072,24,565,12.63,274,6.13,1201,26.87,92,2.05,5,0.12,1,0.02,18,0.39,640,14.32,1141,25.52,15,0.95,173,10.92,898,20.1,554,12.4,232,5.18,149,3.34,624,13.97,38,0.84,0,0.01,0,0,8,0.18,228,5.1,448,10.02,12,0.73,86,5.46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2021,1247,697,2819,184,23,1,56,1386,2591,59,388
35005000800,New Mexico,Chaves County,1,5732,2160,0,31,0.54,1,1,1,0,0,1,16.4,46389,1,1,1,1,1,0,0,0,1492,3237,1492,1004,1822,1004,3237,56.48,1822,31.79,968,16.89,423,7.37,2346,40.92,75,1.3,15,0.26,1,0.02,30,0.52,771,13.45,1746,30.46,19,0.9,309,14.28,1492,26.03,1004,17.52,486,8.47,155,2.7,1067,18.61,40,0.69,7,0.12,0,0,10,0.18,368,6.43,815,14.22,13,0.62,136,6.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2959,1664,833,4112,150,27,1,53,1389,3057,67,567
35005000900,New Mexico,Chaves County,0,2775,1038,0,0,0,0,0,0,0,0,0,13,82589,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2775,100,901,32.46,727,26.2,526,18.95,2222,80.07,27,0.97,17,0.61,2,0.07,14,0.5,493,17.77,1066,38.41,68,6.56,140,13.5,2775,100,901,32.46,727,26.2,526,18.95,2222,80.07,27,0.97,17,0.61,2,0.07,14,0.5,493,17.77,1066,38.41,68,6.56,140,13.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1104,727,526,2222,27,17,2,14,493,1066,82,154
