GEOID10,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
35045000611,New Mexico,San Juan County,0,3556,1376,0,0,0,0,0,0,0,0,0,4.2,66094,0,0,0,0,0,0,0,0,487,487,NULL,68,68,NULL,3556,100,802,22.55,856,24.07,476,13.39,3173,89.23,12,0.34,13,0.37,0,0,113,3.18,245,6.89,482,13.55,9,0.69,64,4.65,3556,100,802,22.55,856,24.07,476,13.39,3173,89.23,12,0.34,13,0.37,0,0,113,3.18,245,6.89,482,13.55,9,0.69,64,4.65,487,13.71,68,1.91,109,3.05,87,2.44,441,12.4,0,0,1,0.03,0,0,19,0.54,26,0.74,51,1.44,0,0.04,10,0.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,853,856,476,3173,12,13,0,113,245,482,9,66
35045000612,New Mexico,San Juan County,1,2080,755,0,63,3.03,0,0,0,0,0,0,11.1,54148,1,1,1,1,1,0,0,0,1180,2074,1180,472,745,472,2074,99.72,745,35.81,615,29.55,261,12.54,1546,74.32,6,0.29,9,0.43,1,0.05,198,9.53,314,15.1,554,26.61,30,3.91,102,13.53,1180,56.75,472,22.67,342,16.43,173,8.33,962,46.24,3,0.15,5,0.22,0,0,72,3.46,139,6.68,253,12.15,13,1.72,57,7.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,751,617,261,1548,6,9,1,202,314,554,31,105
35045000613,New Mexico,San Juan County,0,4197,1610,0,2,0.05,0,0,0,0,0,0,10.9,60000,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3805,90.65,1193,28.42,960,22.87,523,12.47,3157,75.23,14,0.34,10,0.24,4,0.1,164,3.9,456,10.86,814,19.4,43,2.67,177,11.01,2758,65.71,812,19.34,746,17.78,316,7.53,2267,54.01,14,0.33,4,0.1,3,0.07,125,2.97,345,8.23,617,14.69,19,1.16,125,7.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1267,1043,578,3501,16,12,4,167,497,891,50,186
35045000702,New Mexico,San Juan County,1,1232,458,0,0,0,0,0,0,0,0,0,11.3,63239,1,1,1,1,1,0,0,0,1232,1232,1232,305,305,305,1232,100,305,24.76,310,25.16,164,13.31,952,77.27,5,0.41,2,0.16,0,0,92,7.47,181,14.69,319,25.89,25,5.5,55,11.98,1232,99.99,305,24.75,310,25.16,164,13.31,952,77.27,5,0.41,2,0.16,0,0,92,7.47,181,14.69,319,25.89,25,5.5,55,11.98,387,31.4,96,7.77,77,6.22,66,5.33,293,23.75,4,0.32,2,0.16,0,0,10,0.78,79,6.39,128,10.36,9,1.94,19,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,310,164,952,5,2,0,92,181,319,28,61
35045000705,New Mexico,San Juan County,1,3831,1391,0,0,0,1,1,1,0,0,1,26.5,60750,1,1,1,1,1,0,0,0,1948,3167,1948,813,1223,813,3167,82.68,1223,31.93,947,24.71,400,10.44,2212,57.73,20,0.53,23,0.61,0,0,477,12.46,435,11.34,932,24.32,46,3.29,217,15.59,1948,50.84,813,21.22,566,14.78,258,6.74,1365,35.63,11,0.29,13,0.35,0,0,291,7.59,267,6.98,569,14.85,31,2.24,136,9.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1575,1141,474,2616,26,25,1,626,537,1158,49,233
35045000706,New Mexico,San Juan County,0,3252,1183,0,12,0.37,1,1,0,0,0,1,34.3,48893,1,1,0,0,0,1,0,0,727,727,1,324,324,0,3252,100,1477,45.42,899,27.64,394,12.12,2356,72.45,17,0.52,11,0.34,2,0.06,145,4.46,721,22.17,1559,47.94,91,7.69,212,17.96,3252,100,1477,45.42,899,27.64,394,12.12,2356,72.45,17,0.52,11,0.34,2,0.06,145,4.46,721,22.17,1559,47.94,91,7.69,212,17.96,727,22.34,324,9.96,164,5.05,132,4.05,532,16.37,1,0.03,7,0.21,0,0,29,0.89,157,4.84,279,8.58,33,2.81,53,4.51,1,0.03,0,0.01,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1326,899,394,2356,17,11,2,145,721,1559,81,202
35045000707,New Mexico,San Juan County,1,4309,1487,0,87,2.02,0,0,0,0,0,0,12.3,89113,1,1,1,1,1,0,0,0,583,2027,583,187,642,187,2027,47.05,642,14.9,621,14.4,272,6.3,1478,34.3,12,0.29,3,0.07,2,0.05,280,6.49,253,5.87,584,13.56,34,2.29,129,8.66,583,13.53,187,4.34,186,4.31,63,1.45,472,10.94,3,0.07,0,0,1,0.02,31,0.71,77,1.78,159,3.7,13,0.87,38,2.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1048,1314,484,2932,28,9,2,773,565,1411,75,243
35045000708,New Mexico,San Juan County,0,4588,1554,0,0,0,0,0,0,1,1,1,25,51475,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,4588,100,2671,58.22,1353,29.49,511,11.14,2828,61.64,27,0.59,20,0.44,4,0.09,804,17.52,905,19.73,1775,38.69,124,7.99,241,15.54,4588,100,2671,58.22,1353,29.49,511,11.14,2828,61.64,27,0.59,20,0.44,4,0.09,804,17.52,905,19.73,1775,38.69,124,7.99,241,15.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2702,1353,511,2828,27,20,4,804,905,1775,131,254
35045000900,New Mexico,San Juan County,0,2061,713,0,0,0,0,0,0,0,0,0,8.9,72574,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2061,100,693,33.65,549,26.64,213,10.33,1590,77.15,22,1.07,1,0.05,0,0,194,9.41,254,12.32,570,27.66,0,0,136,19.11,2061,100,693,33.65,549,26.64,213,10.33,1590,77.15,22,1.07,1,0.05,0,0,194,9.41,254,12.32,570,27.66,0,0,136,19.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,754,549,213,1590,22,1,0,194,254,570,0,163
35045942801,New Mexico,San Juan County,0,2859,861,0,0,0,1,1,0,0,0,1,29.9,44297,1,1,0,0,0,1,0,0,646,646,64,380,380,38,2859,100,1592,55.69,806,28.19,323,11.3,23,0.8,2,0.07,0,0,0,0,2796,97.8,38,1.33,18,0.63,76,8.77,211,24.54,2859,100,1592,55.69,806,28.19,323,11.3,23,0.8,2,0.07,0,0,0,0,2796,97.8,38,1.33,18,0.63,76,8.77,211,24.54,646,22.6,380,13.3,151,5.29,78,2.74,8,0.28,1,0.03,0,0,0,0,625,21.87,12,0.42,1,0.03,16,1.88,51,5.93,64,2.23,38,1.32,21,0.73,6,0.23,2,0.07,0,0,0,0,0,0,60,2.1,2,0.06,0,0,1,0,4,0.51,1500,806,323,23,2,0,0,2796,38,18,67,187
35045942802,New Mexico,San Juan County,1,6187,1806,0,78,1.26,1,1,1,0,0,1,26,47424,1,1,1,1,1,0,0,0,4358,5728,4358,2562,3414,2562,5728,92.57,3414,55.17,1744,28.18,499,8.06,95,1.54,5,0.07,17,0.28,0,0,5482,88.61,128,2.07,91,1.46,71,3.9,422,23.39,4358,70.44,2562,41.41,1324,21.4,395,6.38,28,0.45,3,0.05,11,0.18,0,0,4242,68.56,75,1.22,59,0.95,53,2.96,321,17.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3902,1885,528,114,9,19,0,5903,142,109,67,423
35045942803,New Mexico,San Juan County,1,2660,695,0,0,0,1,1,1,1,1,1,40.4,29048,1,1,1,1,1,0,0,1,2371,2660,2371,1544,1696,1544,2660,100,1696,63.75,982,36.92,172,6.47,17,0.64,0,0,2,0.08,1,0.04,2602,97.82,38,1.43,34,1.28,113,16.26,252,36.29,2371,89.13,1544,58.03,886,33.29,149,5.59,17,0.64,0,0,2,0.08,1,0.04,2315,87.04,35,1.33,32,1.21,103,14.78,224,32.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1763,982,172,17,0,2,1,2602,38,34,124,278
35045942900,New Mexico,San Juan County,0,4929,1597,0,0,0,1,1,1,1,1,1,40.6,30820,1,1,1,0,0,1,1,1,4929,4929,4457,3444,3444,3107,4929,100,3444,69.87,1438,29.17,664,13.47,48,0.97,7,0.14,6,0.12,0,0,4797,97.32,71,1.44,77,1.56,268,16.8,543,33.97,4929,100,3444,69.87,1438,29.17,664,13.47,48,0.97,7,0.14,6,0.12,0,0,4797,97.32,71,1.44,77,1.56,268,16.8,543,33.97,4929,100,3444,69.87,1438,29.17,664,13.47,48,0.97,7,0.14,6,0.12,0,0,4797,97.32,71,1.44,77,1.56,268,16.8,543,33.97,4457,90.42,3107,63.03,1311,26.59,599,12.15,48,0.97,7,0.14,6,0.12,0,0,4328,87.81,68,1.37,72,1.46,241,15,491,30.76,3104,1438,664,48,7,6,0,4797,71,77,243,495
35045943000,New Mexico,San Juan County,0,4823,1327,0,0,0,1,1,0,1,1,1,28.5,41086,1,1,0,0,0,1,0,1,1720,1720,282,1023,1023,209,4823,100,2812,58.3,1539,31.91,413,8.56,47,0.97,2,0.04,2,0.04,0,0,4644,96.29,128,2.65,171,3.55,129,9.76,382,28.78,4823,100,2812,58.3,1539,31.91,413,8.56,47,0.97,2,0.04,2,0.04,0,0,4644,96.29,128,2.65,171,3.55,129,9.76,382,28.78,1720,35.66,1023,21.21,530,10.99,184,3.8,24,0.49,1,0.02,2,0.04,0,0,1659,34.39,34,0.72,52,1.07,50,3.74,144,10.86,282,5.85,209,4.32,61,1.27,58,1.21,1,0.02,0,0,0,0,0,0,281,5.83,0,0,1,0.02,15,1,32,2.43,2629,1539,413,47,2,2,0,4644,128,171,121,358
35045943100,New Mexico,San Juan County,0,1943,600,0,0,0,1,1,1,1,0,1,29.4,42875,1,1,1,0,0,1,1,1,1943,1943,1943,1166,1166,1166,1943,100,1166,60,547,28.15,270,13.9,15,0.77,1,0.05,0,0,0,0,1886,97.07,41,2.11,44,2.26,69,11.42,166,27.59,1943,100,1166,60,547,28.15,270,13.9,15,0.77,1,0.05,0,0,0,0,1886,97.07,41,2.11,44,2.26,69,11.42,166,27.59,1943,100,1166,60,547,28.15,270,13.9,15,0.77,1,0.05,0,0,0,0,1886,97.07,41,2.11,44,2.26,69,11.42,166,27.59,1943,100,1166,60,547,28.15,270,13.9,15,0.77,1,0.05,0,0,0,0,1886,97.07,41,2.11,44,2.26,69,11,166,27.59,1072,547,270,15,1,0,0,1886,41,44,63,152
35045943201,New Mexico,San Juan County,0,5702,1711,0,0,0,1,1,1,1,1,1,36,32292,1,1,1,0,0,1,1,1,3390,3390,2409,2380,2380,1713,5701,99.98,3667,64.32,1825,32.01,521,9.13,884,15.5,2,0.04,10,0.18,0,0,4561,79.99,244,4.28,465,8.16,105,6.13,471,27.53,5654,99.16,3644,63.9,1809,31.73,518,9.09,847,14.86,2,0.04,10,0.18,0,0,4555,79.89,240,4.21,451,7.91,105,6.12,467,27.28,3390,59.46,2380,41.75,1043,18.29,368,6.45,58,1.02,1,0.02,7,0.12,0,0,3244,56.9,80,1.4,114,2,88,5.13,282,16.46,2409,42.25,1713,30.04,717,12.57,287,5.03,46,0.82,0,0,7,0.12,0,0,2286,40.09,69,1.22,84,1.47,61,4,202,11.79,3499,1825,521,885,2,10,0,4561,244,465,109,463
35045943300,New Mexico,San Juan County,0,2286,798,0,0,0,1,1,0,0,0,1,22.6,74583,1,1,0,0,0,1,0,0,547,547,0,236,236,0,2286,100,985,43.09,670,29.31,226,9.89,1822,79.7,10,0.44,7,0.31,3,0.13,278,12.16,166,7.26,327,14.3,51,6.38,121,15.14,2286,100,985,43.09,670,29.31,226,9.89,1822,79.7,10,0.44,7,0.31,3,0.13,278,12.16,166,7.26,327,14.3,51,6.38,121,15.14,547,23.94,236,10.32,142,6.23,71,3.12,478,20.92,3,0.12,4,0.17,2,0.1,32,1.38,28,1.24,72,3.17,13,1.6,30,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917,670,226,1822,10,7,3,278,166,327,51,121
35047957200,New Mexico,San Miguel County,1,3797,1711,0,10,0.26,0,1,0,0,0,1,31.5,53885,0,1,0,1,0,0,0,0,454,1117,454,280,654,280,1117,29.42,654,17.24,255,6.71,127,3.34,741,19.52,6,0.16,0,0,0,0,7,0.18,363,9.55,980,25.82,62,3.65,153,8.91,454,11.96,280,7.37,103,2.7,54,1.42,319,8.4,2,0.05,0,0,0,0,1,0.03,132,3.48,402,10.59,26,1.53,62,3.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1877,853,512,2521,59,16,8,43,1150,3199,242,606
35047957300,New Mexico,San Miguel County,1,3257,1307,0,449,13.79,0,1,0,0,0,1,40.9,33250,0,1,0,1,0,0,0,0,6,1082,6,5,815,5,1082,33.21,815,25.01,196,6.02,125,3.84,652,20.02,57,1.74,25,0.76,3,0.09,46,1.42,299,9.18,839,25.75,88,6.7,141,10.81,6,0.17,5,0.14,0,0,3,0.08,5,0.15,0,0,0,0,0,0,0,0,1,0.02,3,0.08,1,0.05,1,0.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1367,553,480,2175,157,60,9,136,720,2278,174,414
35047957400,New Mexico,San Miguel County,1,4532,1876,0,227,5.01,1,1,1,1,1,1,33.4,39538,1,1,1,1,1,0,0,1,1581,3543,1581,1063,2266,1063,3543,78.18,2266,50,765,16.87,547,12.06,2185,48.21,19,0.41,11,0.24,2,0.04,49,1.07,1278,28.2,3098,68.36,113,6.04,422,22.5,1581,34.89,1063,23.47,338,7.46,227,5.02,970,21.4,7,0.16,6,0.13,0,0,18,0.39,581,12.81,1380,30.46,22,1.18,169,9.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2751,992,681,2782,40,24,3,68,1615,3790,151,475
35047957500,New Mexico,San Miguel County,0,4395,1743,0,214,4.87,1,1,1,1,0,1,17.2,45313,1,1,1,0,0,1,1,1,2504,2504,795,1124,1124,413,4395,100,2072,47.15,1012,23.03,788,17.93,3135,71.33,56,1.27,67,1.52,6,0.14,40,0.91,1091,24.82,2923,66.51,64,3.65,220,12.62,4395,100,2072,47.15,1012,23.03,788,17.93,3135,71.33,56,1.27,67,1.52,6,0.14,40,0.91,1091,24.82,2923,66.51,64,3.65,220,12.62,2504,56.97,1124,25.57,534,12.15,537,12.22,1930,43.92,25,0.57,34,0.77,2,0.05,18,0.4,495,11.25,1519,34.56,50,2.85,130,7.43,795,18.08,413,9.4,131,2.97,200,4.54,640,14.56,5,0.11,7,0.15,0,0,1,0.02,142,3.23,483,10.99,18,1,45,2.6,1934,1012,788,3135,56,67,6,40,1091,2923,60,228
35047957600,New Mexico,San Miguel County,0,6445,2667,0,42,0.65,0,0,0,0,0,0,18.5,51147,1,1,0,0,0,1,0,0,4833,4833,347,2074,2074,174,6445,100,2773,43.02,1444,22.4,917,14.23,4496,69.76,37,0.57,24,0.37,3,0.05,90,1.4,1795,27.85,4733,73.44,100,3.73,471,17.66,6445,100,2773,43.02,1444,22.4,917,14.23,4496,69.76,37,0.57,24,0.37,3,0.05,90,1.4,1795,27.85,4733,73.44,100,3.73,471,17.66,4833,74.98,2074,32.18,1073,16.66,650,10.09,3288,51.02,35,0.55,21,0.33,0,0,80,1.24,1408,21.85,3509,54.45,79,2.95,364,13.67,347,5.39,174,2.7,67,1.04,53,0.81,225,3.49,1,0.01,1,0.02,0,0,7,0.11,114,1.76,228,3.54,0,0,28,1.04,2716,1444,917,4496,37,24,3,90,1795,4733,104,488
35047957700,New Mexico,San Miguel County,0,2457,1013,0,13,0.53,1,1,1,1,0,1,32.5,34188,1,1,1,0,0,1,1,1,2439,2439,1414,1061,1061,642,2457,100,1065,43.35,532,21.65,400,16.28,1376,56,19,0.77,4,0.16,2,0.08,55,2.24,1001,40.74,1932,78.63,17,1.63,266,26.24,2457,100,1065,43.35,532,21.65,400,16.28,1376,56,19,0.77,4,0.16,2,0.08,55,2.24,1001,40.74,1932,78.63,17,1.63,266,26.24,2439,99.26,1061,43.19,527,21.47,399,16.22,1361,55.41,19,0.76,4,0.16,2,0.06,55,2.24,998,40.62,1926,78.39,17,1.63,264,26.03,1414,57.57,642,26.13,291,11.85,272,11.05,757,30.82,7,0.28,3,0.12,0,0,38,1.56,609,24.79,1152,46.87,11,1,157,15.45,1049,532,400,1376,19,4,2,55,1001,1932,16,195
35047957800,New Mexico,San Miguel County,1,4510,1661,0,355,7.87,1,1,1,1,1,1,34.5,34125,1,1,1,1,1,0,0,1,1531,3081,1531,1058,1981,1058,3081,68.32,1981,43.91,708,15.7,507,11.24,2097,46.5,36,0.8,28,0.61,5,0.11,58,1.3,857,19.01,2541,56.35,182,10.95,396,23.86,1531,33.94,1058,23.45,374,8.29,243,5.39,1046,23.2,24,0.53,18,0.41,4,0.09,35,0.77,403,8.94,1245,27.61,73,4.41,167,10.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2345,1076,691,3098,44,33,6,76,1253,3728,201,547
35049000101,New Mexico,Santa Fe County,1,3944,2196,0,0,0,0,0,0,0,0,0,5.5,126753,1,1,1,1,1,0,0,0,1937,3391,1937,232,482,232,3391,85.97,482,12.23,273,6.93,1274,32.3,3162,80.18,18,0.46,43,1.09,4,0.1,22,0.57,141,3.57,470,11.92,23,1.06,62,2.82,1937,49.11,232,5.88,185,4.69,748,18.98,1830,46.39,11,0.29,27,0.7,0,0,7,0.17,62,1.57,245,6.22,8,0.38,33,1.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,631,317,1422,3648,24,50,4,30,188,660,40,72
35049000200,New Mexico,Santa Fe County,1,3527,1861,0,0,0,0,0,0,0,0,0,9.9,73125,1,1,1,1,1,0,0,0,719,1707,719,100,239,100,1707,48.41,239,6.77,228,6.48,339,9.62,1466,41.56,19,0.54,39,1.1,0,0,28,0.81,155,4.4,489,13.85,6,0.32,45,2.43,719,20.38,100,2.83,106,3,151,4.29,642,18.2,5,0.15,16,0.44,0,0,10,0.29,46,1.31,170,4.81,3,0.14,18,0.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,922,504,764,3069,29,71,0,53,305,1095,25,92
35049000300,New Mexico,Santa Fe County,1,1441,914,0,32,2.22,0,0,0,0,0,0,15.9,75156,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,581,119,221,1184,20,14,0,23,200,493,79,195
35049000400,New Mexico,Santa Fe County,1,336,221,0,37,11.01,0,0,0,0,0,0,8.4,86429,0,0,0,0,0,0,0,0,NULL,21,NULL,NULL,4,NULL,21,6.22,4,1.05,2,0.64,6,1.7,20,5.85,0,0.02,0,0,0,0,0,0.02,1,0.32,8,2.48,3,1.2,0,0.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44,14,210,312,3,1,1,3,16,53,33,3
